Frequency (Hz)	Level (dB)
283.203125	-68.806229
284.179688	-69.283073
285.156250	-68.870895
286.132812	-68.765617
287.109375	-69.076790
288.085938	-69.131378
289.062500	-69.277031
290.039062	-69.182808
291.015625	-69.539734
291.992188	-69.666344
292.968750	-69.859909
293.945312	-70.049911
294.921875	-70.792267
295.898438	-71.228378
296.875000	-71.810135
297.851562	-72.258286
298.828125	-72.286118
299.804688	-72.229523
300.781250	-73.267647
301.757812	-72.242279
302.734375	-72.238708
303.710938	-73.191338
304.687500	-73.807030
305.664062	-73.291092
306.640625	-72.336769
307.617188	-73.515305
308.593750	-73.708107
309.570312	-72.391541
310.546875	-73.440407
311.523438	-74.944107
312.500000	-74.198204
313.476562	-73.375427
314.453125	-73.525658
315.429688	-73.815552
316.406250	-73.512497
317.382812	-74.345505
318.359375	-74.856346
319.335938	-74.924202
320.312500	-75.556824
321.289062	-75.799255
322.265625	-76.161781
323.242188	-75.470169
324.218750	-74.997375
325.195312	-75.656937
326.171875	-76.241241
327.148438	-76.518364
328.125000	-76.904121
329.101562	-75.241455
330.078125	-75.802414
331.054688	-75.559380
332.031250	-75.825623
333.007812	-75.653381
333.984375	-75.890846
334.960938	-76.363815
335.937500	-76.356941
336.914062	-76.803391
337.890625	-76.636665
338.867188	-76.789963
339.843750	-77.469902
340.820312	-76.840446
341.796875	-77.117622
342.773438	-76.635727
343.750000	-76.607849
344.726562	-76.995415
345.703125	-77.264435
346.679688	-77.067245
347.656250	-77.036888
348.632812	-77.746483
349.609375	-78.188942
350.585938	-77.931618
351.562500	-76.131050
352.539062	-76.750710
353.515625	-76.707642
354.492188	-76.638321
355.468750	-77.350250
356.445312	-77.770393
357.421875	-78.157364
358.398438	-79.479317
359.375000	-77.781464
360.351562	-77.172653
361.328125	-78.492432
362.304688	-78.159889
363.281250	-77.621796
364.257812	-77.778580
365.234375	-78.818398
366.210938	-79.668846
367.187500	-78.621117
368.164062	-78.553291
369.140625	-78.317551
370.117188	-78.418411
371.093750	-78.021629
372.070312	-78.223030
373.046875	-77.632507
374.023438	-77.766953
375.000000	-78.175484
375.976562	-78.828583
376.953125	-78.365562
377.929688	-78.687042
378.906250	-78.706406
379.882812	-78.265411
380.859375	-78.561241
381.835938	-78.435883
382.812500	-78.156250
383.789062	-78.165154
384.765625	-77.980827
385.742188	-78.589745
386.718750	-78.728600
387.695312	-79.384186
388.671875	-78.427414
389.648438	-77.537918
390.625000	-77.749924
391.601562	-79.196686
392.578125	-79.922234
393.554688	-78.944954
394.531250	-79.025429
395.507812	-78.659622
396.484375	-78.064079
397.460938	-78.385979
398.437500	-79.166893
399.414062	-78.703278
400.390625	-78.815956
401.367188	-78.607475
402.343750	-77.989220
403.320312	-77.697113
404.296875	-78.026009
405.273438	-79.131157
406.250000	-78.862602
407.226562	-78.379295
408.203125	-78.973816
409.179688	-79.293678
410.156250	-79.399193
411.132812	-78.623016
412.109375	-78.263710
413.085938	-78.196701
414.062500	-79.334106
415.039062	-78.872398
416.015625	-77.996994
416.992188	-78.301674
417.968750	-79.303238
418.945312	-78.713440
419.921875	-78.847137
420.898438	-78.424263
421.875000	-78.089203
422.851562	-78.283936
423.828125	-78.005760
424.804688	-77.410767
425.781250	-77.582390
426.757812	-77.913765
427.734375	-78.399429
428.710938	-78.369934
429.687500	-77.855515
430.664062	-77.735481
431.640625	-76.502579
432.617188	-77.369621
433.593750	-78.011192
434.570312	-77.917328
435.546875	-77.358887
436.523438	-77.322289
437.500000	-76.094742
438.476562	-76.474182
439.453125	-77.500854
440.429688	-77.974098
441.406250	-77.186928
442.382812	-77.122986
443.359375	-77.572006
444.335938	-76.758026
445.312500	-77.466331
446.289062	-77.272430
447.265625	-76.042915
448.242188	-76.668518
449.218750	-75.783394
450.195312	-76.819672
451.171875	-76.371025
452.148438	-76.432007
453.125000	-77.686081
454.101562	-76.738602
455.078125	-76.074409
