Frequency (Hz)	Level (dB)
141.601562	-77.814919
142.089844	-78.388382
142.578125	-79.009087
143.066406	-77.985168
143.554688	-78.526512
144.042969	-78.311920
144.531250	-78.168259
145.019531	-79.506805
145.507812	-78.779884
145.996094	-77.655510
146.484375	-76.962128
146.972656	-77.411552
147.460938	-77.936371
147.949219	-78.838005
148.437500	-78.324806
148.925781	-78.077484
149.414062	-79.326645
149.902344	-79.401390
150.390625	-78.417526
150.878906	-77.465607
151.367188	-77.455963
151.855469	-78.061607
152.343750	-79.911308
152.832031	-79.617950
153.320312	-79.193687
153.808594	-78.748505
154.296875	-79.013573
154.785156	-78.557823
155.273438	-77.951027
155.761719	-77.550407
156.250000	-78.061981
156.738281	-76.099159
157.226562	-76.136574
157.714844	-77.522667
158.203125	-76.905388
158.691406	-77.452896
159.179688	-77.077148
159.667969	-77.755501
160.156250	-78.405701
160.644531	-78.730484
161.132812	-77.711662
161.621094	-78.243546
162.109375	-78.070084
162.597656	-79.152153
163.085938	-78.327713
163.574219	-78.291664
164.062500	-78.515717
164.550781	-78.658134
165.039062	-77.325996
165.527344	-77.620712
166.015625	-78.889481
166.503906	-78.667931
166.992188	-77.553192
167.480469	-78.149986
167.968750	-79.059654
168.457031	-79.455048
168.945312	-79.151367
169.433594	-79.510658
169.921875	-79.011627
170.410156	-77.934883
170.898438	-77.557610
171.386719	-77.909782
171.875000	-78.489929
172.363281	-78.688156
172.851562	-79.866974
173.339844	-78.552948
173.828125	-78.219574
174.316406	-78.815926
174.804688	-80.227776
175.292969	-78.810371
175.781250	-78.255363
176.269531	-77.509460
176.757812	-78.269463
177.246094	-80.374893
177.734375	-80.754410
178.222656	-78.587814
178.710938	-78.725517
179.199219	-79.916359
179.687500	-79.743851
180.175781	-78.428452
180.664062	-78.573692
181.152344	-79.310005
181.640625	-80.324539
182.128906	-78.917503
182.617188	-79.817940
183.105469	-80.258278
183.593750	-79.992081
184.082031	-79.938225
184.570312	-79.373825
185.058594	-79.093788
185.546875	-79.292946
186.035156	-79.738823
186.523438	-78.447189
187.011719	-78.450478
187.500000	-78.623116
187.988281	-78.907707
188.476562	-80.052826
188.964844	-80.306870
189.453125	-79.158691
189.941406	-80.082550
190.429688	-80.253059
190.917969	-80.855469
191.406250	-80.075920
191.894531	-79.866463
192.382812	-80.328476
192.871094	-79.508102
193.359375	-80.287254
193.847656	-80.051689
194.335938	-80.758102
194.824219	-80.980080
195.312500	-80.477859
195.800781	-79.302559
196.289062	-79.000099
196.777344	-78.863197
197.265625	-79.383011
197.753906	-79.927681
198.242188	-80.246529
198.730469	-79.032829
199.218750	-79.093742
199.707031	-80.745445
200.195312	-81.205231
200.683594	-81.238747
201.171875	-79.503563
201.660156	-79.653603
202.148438	-80.660233
202.636719	-78.983322
203.125000	-79.483635
203.613281	-80.294693
204.101562	-80.461914
204.589844	-80.739426
205.078125	-79.809181
205.566406	-80.201759
206.054688	-79.411575
206.542969	-79.537636
207.031250	-79.773857
207.519531	-79.531960
208.007812	-79.386017
208.496094	-80.363655
208.984375	-80.934929
209.472656	-80.362579
209.960938	-80.668083
210.449219	-79.031403
210.937500	-79.990273
211.425781	-80.373146
211.914062	-81.220299
212.402344	-80.917343
212.890625	-81.095589
213.378906	-81.922638
213.867188	-81.503082
214.355469	-80.613159
214.843750	-81.810898
215.332031	-80.911064
215.820312	-79.783226
216.308594	-79.682434
216.796875	-79.996803
217.285156	-80.046150
217.773438	-80.146301
218.261719	-80.059822
218.750000	-79.826614
219.238281	-79.885193
219.726562	-80.940620
220.214844	-82.453163
220.703125	-80.835060
221.191406	-80.560005
221.679688	-79.691818
222.167969	-78.977074
222.656250	-79.268692
223.144531	-80.332840
223.632812	-80.107094
224.121094	-80.869392
224.609375	-79.699715
225.097656	-80.763672
225.585938	-80.848503
226.074219	-80.698730
226.562500	-80.750488
227.050781	-81.100395
227.539062	-81.357651
228.027344	-79.324760
228.515625	-79.830627
229.003906	-80.744064
229.492188	-80.231667
229.980469	-79.883842
230.468750	-80.592850
230.957031	-80.264282
231.445312	-81.423492
231.933594	-81.055702
232.421875	-80.230698
232.910156	-79.565346
233.398438	-80.603317
233.886719	-80.757156
234.375000	-80.147430
234.863281	-80.604195
235.351562	-80.846970
235.839844	-80.500725
236.328125	-80.607063
236.816406	-80.276932
237.304688	-76.761192
237.792969	-78.256943
238.281250	-80.050606
238.769531	-78.186043
239.257812	-78.462288
239.746094	-80.131844
240.234375	-80.680305
240.722656	-81.582870
241.210938	-80.094666
241.699219	-79.301247
242.187500	-80.305901
242.675781	-80.156845
243.164062	-80.362404
243.652344	-81.281273
244.140625	-80.634254
244.628906	-79.285194
245.117188	-79.853249
245.605469	-80.884613
246.093750	-80.455879
246.582031	-81.274948
247.070312	-82.392883
247.558594	-82.332542
248.046875	-81.004524
248.535156	-80.405304
249.023438	-81.548096
249.511719	-81.425629
250.000000	-80.670395
250.488281	-81.825760
250.976562	-80.146606
251.464844	-80.603241
251.953125	-79.547729
252.441406	-79.822731
252.929688	-80.531319
253.417969	-80.986732
253.906250	-80.724739
254.394531	-79.839592
254.882812	-79.599220
255.371094	-79.746124
255.859375	-80.707695
256.347656	-80.390640
256.835938	-80.651024
257.324219	-80.709084
257.812500	-81.514664
258.300781	-82.182846
258.789062	-82.232407
259.277344	-81.255470
259.765625	-81.712265
260.253906	-79.627106
260.742188	-79.849030
261.230469	-80.799698
261.718750	-79.003601
262.207031	-80.007347
262.695312	-80.351418
263.183594	-80.848267
263.671875	-78.929573
264.160156	-78.661392
264.648438	-79.324776
265.136719	-81.132568
265.625000	-81.248276
266.113281	-79.763855
266.601562	-79.458687
267.089844	-81.009689
267.578125	-81.665413
268.066406	-81.396713
268.554688	-80.871643
269.042969	-80.329575
269.531250	-80.001869
270.019531	-80.262802
270.507812	-80.845825
270.996094	-80.585556
271.484375	-80.906792
271.972656	-82.368759
272.460938	-81.937141
272.949219	-80.095558
273.437500	-80.453560
273.925781	-80.952698
274.414062	-82.195061
274.902344	-83.004433
275.390625	-81.667389
275.878906	-81.619377
276.367188	-80.874062
276.855469	-80.567146
277.343750	-81.042534
277.832031	-81.202515
278.320312	-81.281441
278.808594	-82.217171
279.296875	-81.070389
279.785156	-79.513199
280.273438	-79.845757
280.761719	-80.281090
281.250000	-80.328712
281.738281	-80.110641
282.226562	-81.363937
282.714844	-80.584061
283.203125	-80.058823
283.691406	-80.401497
284.179688	-80.240349
284.667969	-79.784546
285.156250	-81.053047
285.644531	-80.951828
286.132812	-80.382225
286.621094	-81.925217
287.109375	-81.435127
287.597656	-80.745941
288.085938	-80.460365
288.574219	-81.389771
289.062500	-81.656067
289.550781	-82.330765
290.039062	-81.209274
290.527344	-79.971031
291.015625	-80.315269
291.503906	-81.488472
291.992188	-81.091454
292.480469	-80.614052
292.968750	-81.741837
293.457031	-80.742378
293.945312	-80.174362
294.433594	-80.017532
294.921875	-80.754631
295.410156	-80.846886
295.898438	-81.741173
296.386719	-80.009865
296.875000	-80.569748
297.363281	-80.551056
297.851562	-80.534241
298.339844	-80.527847
298.828125	-80.355507
299.316406	-79.950890
299.804688	-80.638443
300.292969	-81.729385
300.781250	-82.498619
301.269531	-81.973427
301.757812	-82.369484
302.246094	-82.044312
302.734375	-80.452255
303.222656	-80.990402
303.710938	-80.766365
304.199219	-80.272652
304.687500	-81.467934
305.175781	-82.099327
305.664062	-82.215263
306.152344	-81.804390
306.640625	-80.820587
307.128906	-80.635345
307.617188	-79.481995
308.105469	-80.258293
308.593750	-81.514122
309.082031	-81.770462
309.570312	-81.102325
310.058594	-81.101654
310.546875	-80.958504
311.035156	-81.983238
311.523438	-80.918816
312.011719	-80.222626
312.500000	-81.412796
312.988281	-80.363960
313.476562	-79.056091
313.964844	-80.316643
314.453125	-80.730812
314.941406	-79.833061
315.429688	-80.222092
315.917969	-80.626579
316.406250	-81.091362
316.894531	-80.843246
317.382812	-79.920616
317.871094	-79.265625
318.359375	-79.928108
318.847656	-79.974457
319.335938	-80.456696
319.824219	-80.470734
320.312500	-80.773239
320.800781	-81.046638
321.289062	-81.172775
321.777344	-81.025642
322.265625	-81.268456
322.753906	-81.672600
323.242188	-81.404861
323.730469	-80.951134
324.218750	-81.251457
324.707031	-83.981422
325.195312	-82.249229
325.683594	-80.675507
326.171875	-80.826668
326.660156	-81.717056
327.148438	-81.933716
327.636719	-81.636192
328.125000	-80.648369
328.613281	-80.403641
329.101562	-81.750793
329.589844	-81.185188
330.078125	-80.597603
330.566406	-81.224617
331.054688	-81.579483
331.542969	-81.143791
332.031250	-80.972435
332.519531	-81.115059
333.007812	-80.928123
333.496094	-80.417198
333.984375	-80.330482
334.472656	-79.533195
334.960938	-80.130867
335.449219	-80.739342
335.937500	-80.861710
336.425781	-82.220695
336.914062	-81.997665
337.402344	-81.111145
337.890625	-81.398674
338.378906	-80.965439
338.867188	-80.399742
339.355469	-81.101601
339.843750	-81.035080
340.332031	-81.944107
340.820312	-82.587059
341.308594	-81.167412
341.796875	-79.024452
342.285156	-80.630203
342.773438	-80.917152
343.261719	-81.046028
343.750000	-81.984161
344.238281	-80.729820
344.726562	-79.192688
345.214844	-78.846680
345.703125	-79.360817
346.191406	-80.973030
346.679688	-80.851883
347.167969	-81.948822
347.656250	-80.012276
348.144531	-80.738960
348.632812	-81.066978
349.121094	-81.618828
349.609375	-79.818893
350.097656	-80.056030
350.585938	-79.837273
351.074219	-80.636101
351.562500	-80.073860
352.050781	-79.321037
352.539062	-81.647301
353.027344	-81.152756
353.515625	-80.094948
354.003906	-80.195816
354.492188	-81.551498
354.980469	-81.471489
355.468750	-80.295197
355.957031	-80.758339
356.445312	-81.296921
356.933594	-81.406334
357.421875	-81.289604
357.910156	-80.676529
358.398438	-80.579437
358.886719	-79.668495
359.375000	-80.435051
359.863281	-79.844299
360.351562	-79.798477
360.839844	-79.542404
361.328125	-80.044510
361.816406	-80.771416
362.304688	-79.592529
362.792969	-80.626465
363.281250	-81.861534
363.769531	-81.378029
364.257812	-80.779236
364.746094	-79.772118
365.234375	-79.095985
365.722656	-79.506958
366.210938	-80.702240
366.699219	-81.073929
367.187500	-80.742073
367.675781	-80.160995
368.164062	-79.625145
368.652344	-80.577904
369.140625	-80.749413
369.628906	-80.417023
370.117188	-79.808624
370.605469	-79.458389
371.093750	-80.043564
371.582031	-79.915451
372.070312	-79.894325
372.558594	-79.005272
373.046875	-79.414940
373.535156	-80.065308
374.023438	-80.278976
374.511719	-80.631180
375.000000	-80.528419
375.488281	-80.692230
375.976562	-78.541367
376.464844	-79.154793
376.953125	-80.610748
377.441406	-80.962746
377.929688	-79.359665
378.417969	-79.639481
378.906250	-79.901115
379.394531	-80.446579
379.882812	-80.882286
380.371094	-80.791473
380.859375	-80.280846
381.347656	-81.014526
381.835938	-81.417374
382.324219	-83.211212
382.812500	-80.550072
383.300781	-80.107239
383.789062	-81.937462
384.277344	-81.289101
384.765625	-79.809708
385.253906	-80.270256
385.742188	-79.014374
386.230469	-79.961823
386.718750	-80.633896
387.207031	-80.557213
387.695312	-80.283798
388.183594	-79.402412
388.671875	-80.002205
389.160156	-80.200333
389.648438	-80.384125
390.136719	-79.495270
390.625000	-78.801369
391.113281	-78.929688
391.601562	-79.710632
392.089844	-79.284325
392.578125	-80.234482
393.066406	-80.301788
393.554688	-79.360481
394.042969	-79.957466
394.531250	-79.864426
395.019531	-79.135666
395.507812	-79.097267
395.996094	-78.432022
396.484375	-80.604301
396.972656	-82.401779
397.460938	-79.074249
397.949219	-78.909424
398.437500	-79.093277
398.925781	-78.214828
399.414062	-79.856598
399.902344	-80.222794
400.390625	-79.479279
400.878906	-79.721298
401.367188	-79.884926
401.855469	-79.709312
402.343750	-79.202461
402.832031	-79.261314
403.320312	-77.925911
403.808594	-79.258156
404.296875	-80.563393
404.785156	-79.765961
405.273438	-79.329308
405.761719	-80.669968
406.250000	-80.105797
406.738281	-79.079697
407.226562	-79.769218
407.714844	-78.518822
408.203125	-77.481949
408.691406	-79.165520
409.179688	-80.332497
409.667969	-79.622482
410.156250	-81.205818
410.644531	-80.259109
411.132812	-80.142555
411.621094	-79.816315
412.109375	-80.054314
412.597656	-80.413071
413.085938	-80.841026
413.574219	-79.295876
414.062500	-79.975769
414.550781	-81.294373
415.039062	-79.865028
415.527344	-79.837273
416.015625	-79.999573
416.503906	-80.684181
416.992188	-79.746056
417.480469	-78.617714
417.968750	-78.950172
418.457031	-79.558853
418.945312	-79.345779
419.433594	-79.662010
419.921875	-79.230873
420.410156	-80.051216
420.898438	-80.072617
421.386719	-79.419861
421.875000	-78.604752
422.363281	-80.113937
422.851562	-81.453865
423.339844	-78.316170
423.828125	-78.564407
424.316406	-79.354218
424.804688	-79.118248
425.292969	-78.694572
425.781250	-78.800377
426.269531	-78.755646
426.757812	-78.674736
427.246094	-78.887703
427.734375	-78.519142
428.222656	-78.853546
428.710938	-79.886436
429.199219	-79.553879
